week,political_leaning,Anger_Score,Disgust_Score,Fear_Score,Joy_Score,Neutral_Score,Sadness_Score,Surprise_Score
2023-01-17,Moderate,0.06885576364584263,0.10235430782195176,0.012998080517475762,0.0355183875925528,0.7021835771699746,0.030015827808529086,0.04807403548620637
2023-01-24,Moderate,0.04417132993318856,0.08084086208574229,0.016163411572755772,0.058132714768420975,0.728831851434323,0.009461863139163529,0.06239796580085827
2023-01-31,Moderate,0.08515652104918105,0.0961347501255212,0.03395855514508292,0.09155003777133264,0.6434279828446737,0.01750790350049271,0.03226424831276133
2023-02-07,Moderate,0.08214361240555128,0.10732571534546355,0.030837820743077525,0.013125138028824115,0.6632975857438785,0.06820608901658223,0.03506403701612721
2023-02-14,Moderate,0.1503108211433176,0.11958649163981049,0.06160240980203852,0.01004112655804911,0.5710987787249244,0.04067008727526456,0.046690286309140766
2023-02-21,Moderate,0.09948578495371699,0.11359671692781402,0.0297300811126378,0.03152777528759601,0.621863234145888,0.019394637177826714,0.08440176391941973
2023-02-28,Moderate,0.04271197064550948,0.08141995406415505,0.06102146653932303,0.013498841141546586,0.7120148393309169,0.021204019394262006,0.06812890886590535
2023-03-07,Moderate,0.07399256239878009,0.11794035939383316,0.05684348319045962,0.033667995530413414,0.5990211845608429,0.027929282055993054,0.09060513203003205
2023-03-14,Moderate,0.16770822909616284,0.11864141787269282,0.07186680165995352,0.020919741131365244,0.5304457450374251,0.018953165482907035,0.07146490104718219
2023-03-21,Moderate,0.05379958686951011,0.13193018277663557,0.045498028064944865,0.04101516946684565,0.6255817899835252,0.022977888112932044,0.07919734989159868
2023-03-28,Moderate,0.053669011028593026,0.08884640466695758,0.04223113016033651,0.02384587395571022,0.6395477246054831,0.038016832477011334,0.11384301866386448
2023-04-04,Moderate,0.1680480709152394,0.06369366239462239,0.05139890411182449,0.0163192949931774,0.5509393320075775,0.10642067411620361,0.043180056051106
2023-04-11,Moderate,0.11221349037562803,0.16338444193825122,0.10569126557093109,0.0349636117733704,0.4989838737373551,0.021458769015346914,0.06330455173738297
2023-04-18,Moderate,0.10120150539528654,0.15947318940542318,0.04027619576725628,0.008806389920596742,0.5916177917549268,0.030356163753473966,0.06826875672150558
2023-04-25,Moderate,0.08023926648400863,0.14136307606569082,0.10749836614988262,0.012967092179072348,0.5758744931469361,0.05571260136098429,0.02634511601466395
