month,Anger_Score,Disgust_Score,Fear_Score,Joy_Score,Neutral_Score,Sadness_Score,Surprise_Score
2018-06-01,0.1051356456333564,0.11186573220116806,0.06948213131066096,0.02836803312165037,0.599432067376044,0.037971068537431825,0.04774532074553681
2018-07-01,0.10327012562084219,0.12697949346419143,0.057175463054660564,0.024715312910150004,0.5915052688987322,0.037314203764052895,0.05904013214738157
2018-08-01,0.11482764639426488,0.14977350593342692,0.055336849397961796,0.02244541852779807,0.5507390235720631,0.039120918598670035,0.06775663603771279
2018-09-01,0.11451148915347518,0.12371203753813773,0.08329401248104298,0.01638660095277764,0.5615416981593665,0.031200395013286645,0.06935377008200659
2018-10-01,0.09540784360678715,0.11339285108970883,0.07666831601227601,0.02447758547237241,0.6012914325417069,0.026953227381314587,0.061808742428215976
2018-11-01,0.14172424436707184,0.13439804886480675,0.0749486879073394,0.01852129370373509,0.5420259328662893,0.031569074744833364,0.05681271525997212
2018-12-01,0.13009893960721738,0.12410308856786435,0.06445121315820887,0.027370039452750204,0.5489736463705567,0.05012055985618111,0.054882518471340076
2019-01-01,0.11580346803281677,0.11717895636075691,0.06277276028642428,0.03469428546362418,0.5732999822825908,0.039044678970990336,0.05720586888506422
2019-02-01,0.11005726855149041,0.14340662960204534,0.05100369915167831,0.015554626560522007,0.5962086618679611,0.02918895913150019,0.0545801534188083
2019-03-01,0.09387024103326229,0.11411402009884195,0.06905313281109078,0.03712022969711547,0.6061787955392277,0.026404188225584442,0.053259390154393446
2019-04-01,0.1256299009027303,0.12047941780100217,0.09795010994630662,0.023524897642994674,0.5354279549246362,0.032644140732394064,0.06434357830472615
2019-05-01,0.11550925260262622,0.11311202028705605,0.06446442599432048,0.03189692992104953,0.5706396817786855,0.038304637400928175,0.0660730538797582
2019-06-01,0.12737948092779194,0.1253709149322268,0.08460570882951975,0.01890878318424124,0.5396790350000336,0.04249864597136173,0.06155743116786129
2019-07-01,0.12534469845296842,0.13210806855017296,0.07873446200013279,0.02382910175721303,0.5474434033501735,0.03886633954061211,0.05367392470429113
2019-08-01,0.13395830275217174,0.15664810113967967,0.07415813977463853,0.022913251869672586,0.519996407133815,0.035964323935562446,0.05636147357409262
2019-09-01,0.11707183126567011,0.12653272395351822,0.0743746647966313,0.04038094133088878,0.5399141059296633,0.03448606847100743,0.06723966120135016
2019-10-01,0.13245086205571402,0.1314394206463361,0.05809141797729484,0.03049698106048067,0.5507539146915298,0.05142932520848401,0.04533807875214536
2019-11-01,0.0992535148345103,0.11777580394162651,0.06631438335494341,0.034032518871809365,0.5719893498192165,0.04075877367288947,0.06987565548633658
2019-12-01,0.09194515716802887,0.10823072948348089,0.06467165552328977,0.03431525286506716,0.6062062912313092,0.03410002458423266,0.06053089000293454
2020-01-01,0.11389966317796774,0.11554436556193885,0.09267827236576294,0.028678720543483062,0.5520985621885195,0.0344967737137871,0.06260363851763935
2020-02-01,0.11273419832908839,0.11937475886580612,0.06254642703343066,0.03391803384559502,0.5721504422478904,0.036391053339494966,0.06288508641076934
2020-03-01,0.11933330829798708,0.1178557678664486,0.09269829571202996,0.024813148128985458,0.5252052874462262,0.04773587185999491,0.0723583211711192
2020-04-01,0.11831989080224271,0.10201347481533096,0.07201558317431993,0.028642131403573315,0.5713236758733665,0.04433195740577083,0.063353291059469
2020-05-01,0.12843408164974107,0.10855749053590662,0.06854149327270956,0.026141202268652675,0.5362620231349398,0.0521143707211205,0.07994933764596107
2020-06-01,0.11910565543812801,0.1141116553014272,0.054771710035555365,0.04323059543899427,0.5780231891264748,0.032269031979206865,0.05848816361746966
2020-07-01,0.12640880378683902,0.11831329915847745,0.04590641867772183,0.040216806820074835,0.5649940942001094,0.03437460555716052,0.06978597057440393
2020-08-01,0.10810366813123333,0.12725735637267083,0.06315768223601874,0.04582062350636906,0.559655387600813,0.03183030038304239,0.06417498360009066
2020-09-01,0.11101647725551574,0.136405806339878,0.0526856502979851,0.025857675329014687,0.5812407306726539,0.03811165061469906,0.054682013624350795
2020-10-01,0.08869764653783271,0.1257235181575984,0.078098711795093,0.027969429249603318,0.5808016445816727,0.031616856916602536,0.06709219389487701
2020-11-01,0.09725238946750271,0.12832205360279075,0.059373082798322034,0.037589891327434635,0.5658800173543285,0.03016730594485026,0.08141525645510518
2020-12-01,0.08948031139360471,0.08999171802029841,0.05101598173115188,0.017042370247335813,0.6382250979724977,0.03387786295276042,0.08036665857053729
2021-01-01,0.10492133824804183,0.0919371132612532,0.06693657583916472,0.04309775381749076,0.6067029199535575,0.024667653920300313,0.061736646106893396
2021-02-01,0.10631320142886432,0.11425120765550321,0.05509086913486318,0.034849881778972566,0.5866489955755697,0.029712169377478743,0.07313367258671091
2021-03-01,0.10085420680370526,0.13378432465387474,0.059230765510913067,0.021300853564134168,0.5850105191857321,0.03309964337317514,0.06671968634992166
2021-04-01,0.10032759226279653,0.10851954934557957,0.06465105465921231,0.026730319247885048,0.5858010393518877,0.03527532476281127,0.07869511869579406
2021-05-01,0.10458899831853356,0.11796022134109747,0.04883553726019832,0.025570854737228445,0.6033230519690047,0.03297669937955784,0.06674463241820153
2021-06-01,0.10043924873256994,0.11080696965065998,0.05533743840719125,0.032872760891903594,0.5919910462917769,0.03657909722792832,0.07197344010990603
2021-07-01,0.10004568422149905,0.11320285423142899,0.071256252411408,0.02721380669463356,0.5972370922857515,0.028682671047798182,0.06236164085530704
2021-08-01,0.09983524615588317,0.11013125806527417,0.08097051984159094,0.028332144168063303,0.5754988911664024,0.039789528051734274,0.06544240918325023
2021-09-01,0.11266638448199184,0.12805497802799265,0.07983602168231221,0.021258609123345578,0.5387612935023064,0.038174065403910926,0.08124864900652189
2021-10-01,0.1090942649063141,0.10892945928974516,0.07084267491287924,0.025389682112754053,0.571523980430772,0.03453559995947046,0.07968433623129632
2021-11-01,0.11925711223666233,0.14349740687747997,0.05478162462082116,0.03725369080415051,0.5270115046899423,0.036484249176870605,0.08171441357783531
2021-12-01,0.0985445113392377,0.12259823263828719,0.07108457419624428,0.022533531636176964,0.5774710922930862,0.03448283500665313,0.07328522023767865
2022-01-01,0.1010723643692232,0.11686671592126469,0.07363528115932776,0.019042719940656278,0.5788087265748632,0.03376709299097892,0.07680709781703773
2022-02-01,0.09888235529085128,0.12843279896874013,0.08217998560906141,0.030922967870341177,0.5479298907453652,0.03132057821100674,0.08033142174612104
2022-03-01,0.07288726190153479,0.10395055958541448,0.08060018341138785,0.045511755931533365,0.5738357275656686,0.04745920701794193,0.07575530506112403
2022-04-01,0.08892751637324645,0.11380394464769598,0.07787694697408497,0.028194333899714027,0.5870533588560043,0.03316951378687112,0.07097438605597362
2022-05-01,0.11631340006384493,0.13770739007425192,0.07371284635596953,0.01850985997141996,0.5588260212157502,0.03438982167704111,0.06054066061668471
2022-06-01,0.09769572965929778,0.12593838223317957,0.0795413611376793,0.03617698028151632,0.5548804489302008,0.0433681860511515,0.06239890937996562
2022-07-01,0.1096376679957584,0.10977463022897005,0.0780619923676756,0.03093592361328208,0.543318948138078,0.04846523115158542,0.07980560633702231
2022-08-01,0.11374613197217051,0.13276851783216062,0.07288462052005873,0.02345489687907105,0.5289335758126247,0.03842083782282303,0.08979141623654331
2022-09-01,0.11358102142277612,0.13546062374760132,0.04753772602744198,0.02574835225536288,0.5640304423743324,0.033054265893542,0.08058756894881473
2022-10-01,0.10507684517170737,0.1500845765593954,0.05801219928034092,0.019595497240810722,0.5461143256642293,0.04266376425473646,0.07845278976731429
2022-11-01,0.09773746378763487,0.1110974285366318,0.06346340560156893,0.02627357082688217,0.6022171144890265,0.031523335557881726,0.06768767891967332
2022-12-01,0.08962712586159591,0.10413459025016956,0.06389038071696611,0.026805335531732314,0.5983800127424334,0.03874190824246454,0.07842064900617436
2023-01-01,0.10029922553097201,0.12604669708832777,0.04796695932348064,0.019289486087499287,0.6042870326517614,0.03374897031646118,0.06836162525303341
2023-02-01,0.10868141831765395,0.12495248688348778,0.06153245839168298,0.03869292240706268,0.5664093635351283,0.030725414477124322,0.06900593593429002
2023-03-01,0.09980473294294341,0.12786837777561666,0.06097136236702143,0.03486519146813555,0.5690551565787451,0.03238453816375361,0.07505064345704687
2023-04-01,0.09318201710642122,0.12006092357439455,0.05815308833119761,0.02487416126642818,0.5822196566877749,0.0390208630436621,0.082489294464002
2023-05-01,0.09844145631385917,0.1149588689208539,0.07114594773282688,0.018227795978472332,0.5806594310855413,0.03616571375749236,0.08040078545704166
2023-06-01,0.10391540442698922,0.11698377360762528,0.05755534538255273,0.02745050983101208,0.5965152459299666,0.028932397616544415,0.06864732412805462
2023-07-01,0.1101062942911769,0.1268446601964164,0.06803270122716383,0.018076618438376765,0.57882130390591,0.036038260657563846,0.062080163608932135
2023-08-01,0.10182387466528066,0.12464155637107352,0.054635315636102674,0.02121394448377401,0.5940713849493576,0.03395402349789992,0.06965990029967127
2023-09-01,0.10704964081225206,0.11878348453833223,0.06997551831850683,0.025730280378642417,0.5724397930320597,0.0351895437398127,0.07083173965677361
2023-10-01,0.11772634330643054,0.11538830594048695,0.08067885153016427,0.02085455827879684,0.555815469345768,0.03969694813004672,0.06983952527062721
2023-11-01,0.1233912385696651,0.13253938759410794,0.08975440871107886,0.022772092767203315,0.5281852476172528,0.03561630772027786,0.0677413213421832
2023-12-01,0.11970228353380964,0.13158863552587574,0.06927925329130863,0.018961614861928024,0.5597633100020116,0.033547917939991484,0.06715698661749411
2024-01-01,0.119195793361246,0.11937555774583176,0.06377343989614506,0.019284504701386526,0.5742683356047904,0.03207337903062552,0.07202898889600841
2024-02-01,0.13010754245756231,0.12855068910778109,0.06738397531631247,0.018985726294143895,0.5524715882357973,0.035138172123562836,0.06736230617853181
2024-03-01,0.12538933633133467,0.14163987708549403,0.0803772778722622,0.021764545440825567,0.5301833808633752,0.038085185938320325,0.06256039535070311
2024-04-01,0.11804858822547426,0.13339053321751632,0.062269119505015125,0.02249532056997618,0.5585516392685804,0.03721526721360528,0.06802953380720278
2024-05-01,0.11293235607418742,0.12331445250518909,0.07247064285213495,0.025377309852642964,0.5729257946523033,0.029412023705480305,0.06356741992648517
2024-06-01,0.10737605248468644,0.1315555444870603,0.08067052563967983,0.0229929853905597,0.5654229643513236,0.03185379454053288,0.060128132707899795
2024-07-01,0.11703063334710627,0.13171114567661157,0.07573256590557707,0.026015797095902623,0.5566585999234609,0.028433432418343067,0.06441782447796075
2024-08-01,0.11914625884920786,0.13030774727423403,0.07741146120918835,0.0209434736438891,0.5451775707621536,0.03455927789651745,0.07245421256106904
2024-09-01,0.12678237335119638,0.15515677651148385,0.06342087367291986,0.018508609445233387,0.5334441998039389,0.028801727113054294,0.0738854393353874
2024-10-01,0.11910525677584306,0.14023100483295417,0.06407488174760102,0.02102843231687826,0.5546510692320717,0.0380478318662812,0.06286152359638457
2024-11-01,0.11293370242570806,0.12094353549029002,0.08124153860369393,0.029965207792044275,0.5618135173817874,0.03245421630012688,0.060648284047500986
2024-12-01,0.10067246798929326,0.11584167108191425,0.05588222563115725,0.029607132866953427,0.6221141749489549,0.014403887080481693,0.06147842326616813
