week,Anger_Score,Disgust_Score,Fear_Score,Joy_Score,Neutral_Score,Sadness_Score,Surprise_Score
2023-04-11,0.10522417042813927,0.11274964636578122,0.06413731914044994,0.022091954502736082,0.6024503731069729,0.020692808134151006,0.07265373556346277
2023-04-18,0.10079656039062582,0.12913426424036856,0.05382488382338365,0.01762049071808542,0.5871979492351513,0.04489546618046788,0.06653038771772703
2023-04-25,0.0971574163075069,0.12902556681723637,0.0647233741688514,0.026114592649932426,0.5613183017228717,0.04294675492988314,0.07871399922413852
2023-05-02,0.09481098087513647,0.12628798721927487,0.06958118127482717,0.020192348499345633,0.5616898890291288,0.03589176766878468,0.09154584724332221
2023-05-09,0.08961980173604449,0.09703273910696131,0.08261216941279059,0.017320213006999787,0.6116532794781113,0.03599020105753866,0.06577159443668973
2023-05-16,0.1069209605834648,0.13566987119931917,0.05704621622151662,0.014607457671621669,0.5510566493995565,0.03972688401201927,0.09497195962077175
2023-05-23,0.11140628664139865,0.12622641644828345,0.044099716359357256,0.02835504287530845,0.5780562937489003,0.028147656367251365,0.08370858499004774
2023-05-30,0.0970229463398224,0.11029147812275326,0.06834249613990453,0.014799838439782905,0.6005641191506089,0.03955691135232257,0.06942220572359602
2023-06-06,0.1388497233809716,0.1210271228529348,0.06503211655495048,0.03048699755800404,0.5632077424647193,0.020771915480647805,0.06062438117805864
2023-06-13,0.08426742106775703,0.09660755172259804,0.061107260396051605,0.04036867186018724,0.6050254548650813,0.02041326279572659,0.09221037756838399
2023-06-20,0.08664467966093888,0.12107262373301046,0.03338235847712039,0.03211552075808863,0.6215200478511472,0.024860990157861574,0.0804037850823313
2023-06-27,0.10745119088653551,0.14351728115772208,0.03665926446581175,0.020058337450734823,0.6054023699946345,0.040749534102308214,0.0461620270223334
2023-07-04,0.10892199483533625,0.13457045346275778,0.08095068256775641,0.013266308232157662,0.5596033257526764,0.04067357471167748,0.06201365994343503
2023-07-11,0.11398755410595586,0.13220630467791727,0.09928598824772049,0.02050163507002349,0.525954683753015,0.04674271251197848,0.061321126916704445
2023-07-18,0.10748773915896424,0.12179104620655477,0.04418793558083019,0.022451736213360305,0.6110233696702395,0.03139074131086952,0.06166743322059374
2023-07-25,0.11321642665651994,0.11388821891668822,0.07190093811483828,0.01766478624686643,0.5920395302588563,0.02801958129168007,0.06327052333195483
2023-08-01,0.09097997565912032,0.13311723422022817,0.049120938303029306,0.0220727543965219,0.6055119528356031,0.024213864206820403,0.0749832800995378
2023-08-08,0.08817184012846777,0.10308442965442095,0.048134707096800095,0.02430927444028119,0.6263638269602958,0.04413532713374526,0.06580059418208267
2023-08-15,0.09890389281870987,0.12499247394213128,0.07137614808829837,0.012199302348755525,0.5794535568213375,0.0332081899347398,0.07986643679068404
2023-08-22,0.10730710148553559,0.12640815615616569,0.05981242273784504,0.024128366256783353,0.5933650214475554,0.0343491520273216,0.05462978474627428
2023-08-29,0.12927827637843256,0.1458879652746782,0.069247030732978,0.03003517522690349,0.5353550220677971,0.030140182038565447,0.060056344680660255
2023-09-05,0.11402461932132255,0.12064830190114667,0.06654665390413844,0.022472451875933063,0.5641047926162105,0.03426374840290353,0.07793943135784757
2023-09-12,0.14796745002908837,0.13470096967322034,0.05750311642125831,0.011838217649005342,0.5341320314702378,0.03698809621041893,0.07687011795378006
2023-09-19,0.08620534969979063,0.10789719161976899,0.07187508598767779,0.03180257173165066,0.5920473852911593,0.03550496373920437,0.07466745372998959
2023-09-26,0.10122797987423833,0.12131493744431152,0.07089118488924805,0.02537334146897885,0.5869968076379471,0.035889795524215666,0.058305954837844204
2023-10-03,0.12203343720062262,0.09900859664983927,0.07183710880307632,0.027580704552865834,0.5651328884784489,0.0356022014597265,0.0788050655132316
2023-10-10,0.12719613532977464,0.12131313867512682,0.1142564440926485,0.019766580435381084,0.49664535590681236,0.04934561429057531,0.07147673746200989
2023-10-17,0.10425803413871591,0.12978019284598366,0.09397173205097045,0.014261070688229528,0.5588640817270683,0.04818532022359356,0.05067956904052304
2023-10-24,0.11536375044071648,0.12238378367637004,0.07742197942911896,0.015193949625687974,0.5603988147009759,0.03734954874387745,0.07188817176026081
2023-10-31,0.13422381927427754,0.12584548292123332,0.10151452962857635,0.01531908636432225,0.5213958547928761,0.034315705986528666,0.06738552589391383
2023-11-07,0.09697607114737171,0.11237701180122966,0.10885680067269587,0.019786122257766957,0.5414590619089094,0.040062617990411026,0.0804823207270848
2023-11-14,0.11690073087811467,0.14924456209805456,0.08739426551132155,0.027400060646925475,0.5270459377162301,0.0319529286170496,0.06006151640664617
2023-11-21,0.1177362972382633,0.1116427231052454,0.07286651694664244,0.02464768813834299,0.5712840021221416,0.0404228983060752,0.0613998776611566
2023-11-28,0.13996290843760303,0.14010450519674633,0.07068729467861079,0.02351053275115076,0.5206852527510817,0.033990198740674264,0.07105931193419313
2023-12-05,0.1326435928255142,0.12258820779943126,0.057093577678010404,0.019804785344153704,0.5629426903479422,0.035978902950383945,0.0689482449117349
2023-12-12,0.11392247774518087,0.1306680632420414,0.0658266768580322,0.022341897001221075,0.5790599302257812,0.031065923737045465,0.05711503376348645
2023-12-19,0.13289679057206527,0.15405509176393894,0.0555713356902666,0.017580248716239276,0.538947008945446,0.029920350566314386,0.07102917413029972
2023-12-26,0.0979114073010809,0.12005005271042408,0.0920573058039071,0.016232915682232205,0.569785396262153,0.03531235733595874,0.06865056615221593
2024-01-02,0.11796458108323937,0.10890259959662306,0.06117532747329778,0.02345365383373094,0.5621594740935026,0.030139218225398876,0.09620514291199217
2024-01-09,0.10731147676564962,0.11499352886460867,0.06414635715981419,0.024929324380099697,0.5745444964789463,0.032569302282685564,0.08150551498827911
2024-01-16,0.11770616308807112,0.15575228339880273,0.06325170227645534,0.017619264000402625,0.5370820372680554,0.04260098864465325,0.06598755870365079
2024-01-23,0.12975552837765036,0.10866734843914495,0.055974673832542385,0.01711347783496962,0.5959168948159153,0.027809789582690956,0.06476228817749194
2024-01-30,0.1381582613126996,0.11626206451115717,0.0850864599794254,0.01863537390094372,0.5430175218077614,0.031893782126800094,0.06694653723313207
2024-02-06,0.14460913872867884,0.1243353010033497,0.048343900779384316,0.018467775093876485,0.5664678024618217,0.030610333134394662,0.06716574676078885
2024-02-13,0.11014711111027278,0.12243533590662987,0.05924632862836002,0.02266600247388846,0.5873635814977024,0.037012486651146856,0.06112915338977468
2024-02-20,0.10070742604924642,0.13478826415099118,0.0705901807577494,0.015100481429127063,0.583931271855212,0.030152899207914776,0.06472947725272084
2024-02-27,0.13010644946780023,0.14021127321580984,0.08188870241532581,0.02006061535205592,0.5208730585301634,0.04456166981214081,0.06229822975345248
2024-03-05,0.13118390500433064,0.15934826384485393,0.07393167889297268,0.016709248522739563,0.5099717290536149,0.0432829950565128,0.06557217701447511
2024-03-12,0.1156023777508433,0.16712533561175388,0.08667442189589429,0.016489578844039596,0.525787448477459,0.03279236108688903,0.05552847631869537
2024-03-19,0.13746685456514218,0.11380256826914426,0.09042025675753877,0.029035162336446874,0.5341159660331105,0.034479212114331116,0.060679979537659225
2024-03-26,0.11716139610377979,0.13146179676272154,0.06609671039723383,0.02320186974951759,0.5518087843707307,0.036948794173629416,0.07332064882656611
2024-04-02,0.12660408728941563,0.15372207517542713,0.06384300514845868,0.020605210529122897,0.5300478721356615,0.03819851091100244,0.0669792424817244
2024-04-09,0.10632291826924979,0.11627287867224743,0.060377125954923755,0.01999262186079387,0.5939874631862214,0.03581037501682049,0.06723661985865681
2024-04-16,0.12272343247262112,0.1266644609883418,0.05381771995084318,0.028978847143687446,0.5598675896388267,0.03640812036977836,0.07153982975016492
2024-04-23,0.10999960152575598,0.13628904454911553,0.07591993525651136,0.025971331051908957,0.5382762340194761,0.04251575109333942,0.07102810149609394
2024-04-30,0.10680897464873107,0.11622597818120804,0.09477275908461932,0.02268587017113188,0.5532112075157969,0.03124619129072412,0.07504901666908473
2024-05-07,0.11273358006507289,0.1202637800539849,0.07083314093669235,0.01903828608224669,0.5911020253962169,0.02714861832914477,0.05888056660837844
2024-05-14,0.09970876791661502,0.13012376472848186,0.05132517573574815,0.029981019229499428,0.5961154793675074,0.028974611600738363,0.0637711817076993
2024-05-21,0.14009869315170168,0.12269457291456361,0.06697527548752351,0.031067018309600358,0.553366810360477,0.028963820050058698,0.05683381119778262
2024-05-28,0.10846363473001766,0.1313884817407246,0.07243490557364586,0.021727810345437037,0.5857981554911332,0.031892915710113864,0.04829409541213706
2024-06-04,0.11252132492432286,0.10834567016068676,0.06586996988926745,0.018671784967748822,0.5967849513893667,0.032657712914809935,0.0651485867815795
2024-06-11,0.0966902147417996,0.11031732583102462,0.10613397247028149,0.0201834279317706,0.5734112387230422,0.031979701082611764,0.06128412012384773
2024-06-18,0.109925901140071,0.1495525741992184,0.0628308740799471,0.03113541458086198,0.5597338188606572,0.029149633982581788,0.05767178240199232
2024-06-25,0.11254431709705144,0.1566229118269144,0.11419702103247138,0.017148973279998547,0.5030539936469498,0.035994439157778314,0.060438341551738016
2024-07-02,0.1048483802459168,0.13997096714186563,0.07636520077322285,0.027824289769118465,0.5521064677950284,0.026650155555211143,0.07223453784562883
2024-07-09,0.12237670918186068,0.11331410114096122,0.08043933760362501,0.015437883361876452,0.5695012933548642,0.03209887509060448,0.06683179951824515
2024-07-16,0.1267113904915308,0.1481177054547829,0.06093551563910668,0.04879512912972629,0.5255136129305575,0.029213064784738025,0.0607135812183671
2024-07-23,0.10091084667485871,0.12323793432980615,0.08456862603604157,0.017595286364008113,0.5787272045959911,0.026284617962500135,0.06867548403262051
2024-07-30,0.13657895448550206,0.14907002158743587,0.07447803802444099,0.020603678102038198,0.5390231084189346,0.02660313591717135,0.053643061148988105
2024-08-06,0.13140479031129065,0.11879490785344182,0.09207044508529554,0.029464671737156736,0.5382683717435763,0.03339346609730698,0.05660335118231429
2024-08-13,0.10341829276274371,0.1410460328385528,0.08143745726302272,0.021507359029499004,0.531920953141793,0.04438548897922933,0.07628441677838907
2024-08-20,0.1115806994602683,0.12968498192796307,0.06594879768074104,0.021099273117909597,0.5617103239084907,0.02786099733145965,0.08211492868372194
2024-08-27,0.12247790547080782,0.11597801286812966,0.06960619926720475,0.013567177615963448,0.5593538317829371,0.03661477955249028,0.08240209778051301
2024-09-03,0.1122111450956812,0.13709616017732065,0.059041381674609525,0.019586348769683064,0.5636005597801391,0.028594962066416662,0.07986944206434268
2024-09-10,0.12721582477610993,0.17139580150729142,0.0625759948262661,0.01581918165960661,0.519596218520268,0.02656957672124657,0.07682740022818366
2024-09-17,0.1438802553732288,0.1633409701784816,0.07346979963921048,0.023187084230687504,0.5028578758336404,0.027883788603994205,0.06538022381432465
2024-09-24,0.12195180668083501,0.1357599935950752,0.058935583553025014,0.01664860296584414,0.5633066698969589,0.031531843017329274,0.07186550186396844
2024-10-01,0.12396740063665769,0.13776942440066847,0.05712051610988522,0.019184752867607333,0.563578548385103,0.03058524631874031,0.06779411292467893
2024-10-08,0.13696267977506404,0.14515547154206002,0.06838552998582435,0.01672448957819111,0.5339590199243995,0.0381707264380703,0.06064208588081125
2024-10-15,0.10592336461463886,0.125479454984781,0.06490056988646059,0.026568371354598937,0.5729813509356713,0.04864366359699831,0.05550322251210236
2024-10-22,0.11573514272294168,0.15139625993264902,0.05542822767358666,0.02383230759181286,0.5621501793419857,0.02845934683508189,0.06299853510223578
2024-10-29,0.11800347930696889,0.15414552512892152,0.07579685640712232,0.019134259349534746,0.5267905671365654,0.03995235319672509,0.06617695972547641
